0, 0.996885, 0.996904, 0.00311526, 0.00311526
1, 0.996885, 0.996904, 0.00311526, 0.00311526
2, 0.996885, 0.996904, 0.00311526, 0.00311526
3, 0.996885, 0.996904, 0.00311526, 0.00311526
4, 0.996885, 0.996904, 0.00311526, 0.00311526
5, 0.996885, 0.996904, 0.00311526, 0.00311526
6, 0.996885, 0.996904, 0.00311526, 0.00311526
7, 0.996885, 0.996904, 0.00311526, 0.00311526
8, 0.996885, 0.996904, 0.00311526, 0.00311526
9, 0.996885, 0.996904, 0.00311526, 0.00311526
10, 0.996885, 0.996904, 0.00311526, 0.00311526
11, 0.996885, 0.996904, 0.00311526, 0.00311526
12, 0.996885, 0.996904, 0.00311526, 0.00311526
13, 0.996885, 0.996904, 0.00311526, 0.00311526
14, 0.996885, 0.996904, 0.00311526, 0.00311526
15, 0.996885, 0.996904, 0.00311526, 0.00311526
16, 0.996885, 0.996904, 0.00311526, 0.00311526
17, 0.996885, 0.996904, 0.00311526, 0.00311526
18, 0.996885, 0.996904, 0.00311526, 0.00311526
19, 0.996885, 0.996904, 0.00311526, 0.00311526
20, 0.996885, 0.996904, 0.00311526, 0.00311526
21, 0.996885, 0.996904, 0.00311526, 0.00311526
22, 0.996885, 0.996904, 0.00311526, 0.00311526
23, 0.996885, 0.996904, 0.00311526, 0.00311526
24, 0.996885, 0.996904, 0.00311526, 0.00311526
25, 0.996885, 0.996904, 0.00311526, 0.00311526
26, 0.996885, 0.996904, 0.00311526, 0.00311526
27, 0.996885, 0.996904, 0.00311526, 0.00311526
28, 0.996885, 0.996904, 0.00311526, 0.00311526
29, 0.996885, 0.996904, 0.00311526, 0.00311526
30, 0.996885, 0.996904, 0.00311526, 0.00311526
31, 0.996885, 0.996904, 0.00311526, 0.00311526
32, 0.996885, 0.996904, 0.00311526, 0.00311526
33, 0.996885, 0.996904, 0.00311526, 0.00311526
34, 0.996885, 0.996904, 0.00311526, 0.00311526
35, 0.996885, 0.996904, 0.00311526, 0.00311526
36, 0.996885, 0.996904, 0.00311526, 0.00311526
37, 0.996885, 0.996904, 0.00311526, 0.00311526
38, 0.996885, 0.996904, 0.00311526, 0.00311526
39, 0.996885, 0.996904, 0.00311526, 0.00311526
40, 0.996885, 0.996904, 0.00311526, 0.00311526
41, 0.996885, 0.996904, 0.00311526, 0.00311526
42, 0.996885, 0.996904, 0.00311526, 0.00311526
43, 0.996885, 0.996904, 0.00311526, 0.00311526
44, 0.996885, 0.996904, 0.00311526, 0.00311526
45, 0.996885, 0.996904, 0.00311526, 0.00311526
46, 0.996885, 0.996904, 0.00311526, 0.00311526
47, 0.996885, 0.996904, 0.00311526, 0.00311526
48, 0.996885, 0.996904, 0.00311526, 0.00311526
49, 0.996885, 0.996904, 0.00311526, 0.00311526
50, 0.996885, 0.996904, 0.00311526, 0.00311526
51, 0.996885, 0.996904, 0.00311526, 0.00311526
52, 0.996885, 0.996904, 0.00311526, 0.00311526
53, 0.996885, 0.996904, 0.00311526, 0.00311526
54, 0.996885, 0.996904, 0.00311526, 0.00311526
55, 0.996885, 0.996904, 0.00311526, 0.00311526
56, 0.996885, 0.996904, 0.00311526, 0.00311526
57, 0.996885, 0.996904, 0.00311526, 0.00311526
58, 0.996885, 0.996904, 0.00311526, 0.00311526
59, 0.996885, 0.996904, 0.00311526, 0.00311526
60, 0.996885, 0.996904, 0.00311526, 0.00311526
